model:	coxkan
data:	rdata
seed:	1
seed:	0.1
seed:	5

Quantile:	0.25
C-Index (0.25):	0.6700096721395269
Brier Score (0.25):	0.09497550194609104
ROC AUC (0.25):	0.6751151418454197

Quantile:	0.5
C-Index (0.5):	0.7038912226051167
Brier Score (0.5):	0.15807848063877758
ROC AUC (0.5):	0.7349406966461086

Quantile:	0.75
C-Index (0.75):	0.6864809179361169
Brier Score (0.75):	0.19696580783804196
ROC AUC (0.75):	0.7375510675681558

