model:	coxkan
data:	TRACE
seed:	4
seed:	0.1
seed:	5

Quantile:	0.25
C-Index (0.25):	0.7503418656993067
Brier Score (0.25):	0.09204066632979109
ROC AUC (0.25):	0.7645471907805624

Quantile:	0.5
C-Index (0.5):	0.7649732020071804
Brier Score (0.5):	0.14230482461136043
ROC AUC (0.5):	0.8059608907893148

Quantile:	0.75
C-Index (0.75):	0.7507387506794582
Brier Score (0.75):	0.17193720226191325
ROC AUC (0.75):	0.8063210266778533

