model:	dcm
data:	pbc
seed:	5

Quantile:	0.25
C-Index (0.25):	0.7108695652173913
Brier Score (0.25):	0.11234815848330336
ROC AUC (0.25):	0.7199074074074076

Quantile:	0.5
C-Index (0.5):	0.694475163711411
Brier Score (0.5):	0.17767998598720963
ROC AUC (0.5):	0.7217150048614495

Quantile:	0.75
C-Index (0.75):	0.608285673449077
Brier Score (0.75):	0.2511693423111839
ROC AUC (0.75):	0.6065741604278316

