model:	dcm
data:	whas500
seed:	9

Quantile:	0.25
C-Index (0.25):	0.5454545454545454
Brier Score (0.25):	0.07041547042013996
ROC AUC (0.25):	0.5361344537815126

Quantile:	0.5
C-Index (0.5):	0.5638009049773756
Brier Score (0.5):	0.12537179271812024
ROC AUC (0.5):	0.5579357351509251

Quantile:	0.75
C-Index (0.75):	0.5967561091566275
Brier Score (0.75):	0.19504889779343118
ROC AUC (0.75):	0.6049494818537552

