model:	dcph
data:	FRTCS
seed:	6

Quantile:	0.25
C-Index (0.25):	0.7132230711385004
Brier Score (0.25):	0.02118662747977507
ROC AUC (0.25):	0.7182987272578935

Quantile:	0.5
C-Index (0.5):	0.7729172192165238
Brier Score (0.5):	0.040476646434790105
ROC AUC (0.5):	0.7785214525323031

Quantile:	0.75
C-Index (0.75):	0.7973366611807957
Brier Score (0.75):	0.054274145475186275
ROC AUC (0.75):	0.7906628779318691

