model:	cph
data:	whas500
seed:	1

Quantile:	0.25
C-Index (0.25):	0.7957671957671958
Brier Score (0.25):	0.09685189454383396
ROC AUC (0.25):	0.8069584736251403

Quantile:	0.5
C-Index (0.5):	0.7898763978811065
Brier Score (0.5):	0.1422541427614637
ROC AUC (0.5):	0.8048289738430583

Quantile:	0.75
C-Index (0.75):	0.8015960364490987
Brier Score (0.75):	0.17321824348579645
ROC AUC (0.75):	0.8448568814529726

