model:	dcm
data:	linear
seed:	7

Quantile:	0.25
C-Index (0.25):	0.8108497077569242
Brier Score (0.25):	0.12792281679499864
ROC AUC (0.25):	0.8431152393589874

Quantile:	0.5
C-Index (0.5):	0.8065042361732359
Brier Score (0.5):	0.13997157107265593
ROC AUC (0.5):	0.8822982614812582

Quantile:	0.75
C-Index (0.75):	0.7977267987486966
Brier Score (0.75):	0.1154110070495858
ROC AUC (0.75):	0.9069343065693432

