model:	dcph
data:	colon
seed:	6

Quantile:	0.25
C-Index (0.25):	0.6769466602107531
Brier Score (0.25):	0.10777236499591261
ROC AUC (0.25):	0.6850248582919028

Quantile:	0.5
C-Index (0.5):	0.6860968447323655
Brier Score (0.5):	0.17607503728385063
ROC AUC (0.5):	0.7054345325965183

Quantile:	0.75
C-Index (0.75):	0.6595629577532409
Brier Score (0.75):	0.20714208740582102
ROC AUC (0.75):	0.6780960770380752

