model:	rsf
data:	flchain
seed:	5

Quantile:	0.25
C-Index (0.25):	0.917978278139274
Brier Score (0.25):	0.045800934055481794
ROC AUC (0.25):	0.9335270753454218

Quantile:	0.5
C-Index (0.5):	0.9169750508554098
Brier Score (0.5):	0.06404590788362016
ROC AUC (0.5):	0.9416276687917939

Quantile:	0.75
C-Index (0.75):	0.9258558743481223
Brier Score (0.75):	0.049846976886168466
ROC AUC (0.75):	0.9697078615336254

