model:	rsf
data:	whas500
seed:	6

Quantile:	0.25
C-Index (0.25):	0.6720741599073001
Brier Score (0.25):	0.09333225671025004
ROC AUC (0.25):	0.673170731707317

Quantile:	0.5
C-Index (0.5):	0.6895886889460154
Brier Score (0.5):	0.14693693506751032
ROC AUC (0.5):	0.7123287671232876

Quantile:	0.75
C-Index (0.75):	0.7396573364279591
Brier Score (0.75):	0.14865861933598992
ROC AUC (0.75):	0.8189568969057176

