model:	rsf
data:	flchain
seed:	0

Quantile:	0.25
C-Index (0.25):	0.9255909405596733
Brier Score (0.25):	0.04931814091609431
ROC AUC (0.25):	0.9415448231802527

Quantile:	0.5
C-Index (0.5):	0.9258742055784139
Brier Score (0.5):	0.0609861039072474
ROC AUC (0.5):	0.9523015836143138

Quantile:	0.75
C-Index (0.75):	0.9318430515876688
Brier Score (0.75):	0.05084776974507397
ROC AUC (0.75):	0.971424939893465

