model:	cph
data:	rdata
seed:	7

Quantile:	0.25
C-Index (0.25):	0.7353732058136939
Brier Score (0.25):	0.07638555590994665
ROC AUC (0.25):	0.7457219455298266

Quantile:	0.5
C-Index (0.5):	0.6458396623850204
Brier Score (0.5):	0.1699879618270731
ROC AUC (0.5):	0.6523822814436175

Quantile:	0.75
C-Index (0.75):	0.6520158161823261
Brier Score (0.75):	0.21449040165716465
ROC AUC (0.75):	0.6927336575079035

