model:	dcph
data:	non-linear
seed:	6

Quantile:	0.25
C-Index (0.25):	0.6685475716755276
Brier Score (0.25):	0.15777717420848572
ROC AUC (0.25):	0.694267515923567

Quantile:	0.5
C-Index (0.5):	0.6538571838256381
Brier Score (0.5):	0.2212168647392371
ROC AUC (0.5):	0.6953965183752419

Quantile:	0.75
C-Index (0.75):	0.6503055391287207
Brier Score (0.75):	0.19567543822958736
ROC AUC (0.75):	0.7314353298977782

