model:	dsm
data:	linear
seed:	4

Quantile:	0.25
C-Index (0.25):	0.7720504009163803
Brier Score (0.25):	0.13746646307542068
ROC AUC (0.25):	0.803647375046783

Quantile:	0.5
C-Index (0.5):	0.7560063152114223
Brier Score (0.5):	0.1734898506207463
ROC AUC (0.5):	0.8173076923076923

Quantile:	0.75
C-Index (0.75):	0.7539885043280244
Brier Score (0.75):	0.13841820417368025
ROC AUC (0.75):	0.8677124654405578

