model:	rsf
data:	FRTCS
seed:	5

Quantile:	0.25
C-Index (0.25):	0.3472727272727273
Brier Score (0.25):	0.015517223415664127
ROC AUC (0.25):	0.34375

Quantile:	0.5
C-Index (0.5):	0.7814942235877799
Brier Score (0.5):	0.03045490758270884
ROC AUC (0.5):	0.7264869663953006

Quantile:	0.75
C-Index (0.75):	0.7623020557054859
Brier Score (0.75):	0.045292970840705195
ROC AUC (0.75):	0.7951641985486004

