model:	rsf
data:	whas500
seed:	3

Quantile:	0.25
C-Index (0.25):	0.6669811320754717
Brier Score (0.25):	0.06437065339502299
ROC AUC (0.25):	0.6734496124031009

Quantile:	0.5
C-Index (0.5):	0.6996615905245347
Brier Score (0.5):	0.11940032309944806
ROC AUC (0.5):	0.7216117216117216

Quantile:	0.75
C-Index (0.75):	0.7564954026739432
Brier Score (0.75):	0.14179789475686702
ROC AUC (0.75):	0.8093075450470132

