model:	dsm
data:	whas500
seed:	3

Quantile:	0.25
C-Index (0.25):	0.6811320754716981
Brier Score (0.25):	0.06083120914504003
ROC AUC (0.25):	0.687984496124031

Quantile:	0.5
C-Index (0.5):	0.727580372250423
Brier Score (0.5):	0.11684688840502226
ROC AUC (0.5):	0.75

Quantile:	0.75
C-Index (0.75):	0.7741741499347011
Brier Score (0.75):	0.1485457961105035
ROC AUC (0.75):	0.8303188317329585

