model:	dcph
data:	linear
seed:	5

Quantile:	0.25
C-Index (0.25):	0.8122621714854724
Brier Score (0.25):	0.1169018762065615
ROC AUC (0.25):	0.8357620640229335

Quantile:	0.5
C-Index (0.5):	0.7858574712643678
Brier Score (0.5):	0.15329843345058994
ROC AUC (0.5):	0.8479300172922389

Quantile:	0.75
C-Index (0.75):	0.7692821204710909
Brier Score (0.75):	0.1446323819916892
ROC AUC (0.75):	0.8577849389416553

