model:	dsm
data:	FRTCS
seed:	2

Quantile:	0.25
C-Index (0.25):	0.5615711252653928
Brier Score (0.25):	0.04855400612346886
ROC AUC (0.25):	0.5605234460196292

Quantile:	0.5
C-Index (0.5):	0.5066635584174575
Brier Score (0.5):	0.06181869730970925
ROC AUC (0.5):	0.43895305006290103

Quantile:	0.75
C-Index (0.75):	0.47059528303723774
Brier Score (0.75):	0.0823261219353641
ROC AUC (0.75):	0.44469850344135753

