model:	cph
data:	linear
seed:	1

Quantile:	0.25
C-Index (0.25):	0.7876216968011126
Brier Score (0.25):	0.1217852196892925
ROC AUC (0.25):	0.8131640625

Quantile:	0.5
C-Index (0.5):	0.7795787545787546
Brier Score (0.5):	0.15783052725239474
ROC AUC (0.5):	0.8475174603174603

Quantile:	0.75
C-Index (0.75):	0.7773788403593253
Brier Score (0.75):	0.12592861157912
ROC AUC (0.75):	0.8924558587479936

