model:	dcm
data:	whas500
seed:	4

Quantile:	0.25
C-Index (0.25):	0.6062378167641326
Brier Score (0.25):	0.11510783198046619
ROC AUC (0.25):	0.6052083333333333

Quantile:	0.5
C-Index (0.5):	0.6484662576687117
Brier Score (0.5):	0.17073958237533984
ROC AUC (0.5):	0.6604166666666667

Quantile:	0.75
C-Index (0.75):	0.6570954722293585
Brier Score (0.75):	0.23680588435470964
ROC AUC (0.75):	0.7023927131092821

