model:	dsm
data:	FRTCS
seed:	0

Quantile:	0.25
C-Index (0.25):	0.614967086280532
Brier Score (0.25):	0.028095726279644326
ROC AUC (0.25):	0.6127567734227464

Quantile:	0.5
C-Index (0.5):	0.46594900881642143
Brier Score (0.5):	0.06920700027171169
ROC AUC (0.5):	0.5043503246209128

Quantile:	0.75
C-Index (0.75):	0.5431803849986252
Brier Score (0.75):	0.09015870923226511
ROC AUC (0.75):	0.5288140152611107

