model:	dcm
data:	colon
seed:	0

Quantile:	0.25
C-Index (0.25):	0.6540044317822096
Brier Score (0.25):	0.08898543805085324
ROC AUC (0.25):	0.6616465863453815

Quantile:	0.5
C-Index (0.5):	0.5957047199085416
Brier Score (0.5):	0.16262647888144932
ROC AUC (0.5):	0.5933995219709505

Quantile:	0.75
C-Index (0.75):	0.6137311517484761
Brier Score (0.75):	0.22078022827973237
ROC AUC (0.75):	0.6263494602159136

