model:	dsm
data:	rdata
seed:	0

Quantile:	0.25
C-Index (0.25):	0.7085827818341436
Brier Score (0.25):	0.11854926822142932
ROC AUC (0.25):	0.7282976910883698

Quantile:	0.5
C-Index (0.5):	0.6951699909690274
Brier Score (0.5):	0.18067820085771996
ROC AUC (0.5):	0.7381910543194452

Quantile:	0.75
C-Index (0.75):	0.6979018572339911
Brier Score (0.75):	0.19248202552307261
ROC AUC (0.75):	0.7852654679795747

