model:	dsm
data:	colon
seed:	3

Quantile:	0.25
C-Index (0.25):	0.7030651340996169
Brier Score (0.25):	0.09412613618808982
ROC AUC (0.25):	0.7119628339140534

Quantile:	0.5
C-Index (0.5):	0.6896567225572388
Brier Score (0.5):	0.1677166083248838
ROC AUC (0.5):	0.7086044207108031

Quantile:	0.75
C-Index (0.75):	0.6945464894639996
Brier Score (0.75):	0.20377621761030199
ROC AUC (0.75):	0.7412341719500579

