model:	cph
data:	TRACE
seed:	8

Quantile:	0.25
C-Index (0.25):	0.793924239761095
Brier Score (0.25):	0.09262236047390478
ROC AUC (0.25):	0.8108249900920443

Quantile:	0.5
C-Index (0.5):	0.7664044925380893
Brier Score (0.5):	0.14840414153126932
ROC AUC (0.5):	0.7899393736080599

Quantile:	0.75
C-Index (0.75):	0.7545948339323117
Brier Score (0.75):	0.17638368462713197
ROC AUC (0.75):	0.7983639350082751

