model:	dcm
data:	colon
seed:	1

Quantile:	0.25
C-Index (0.25):	0.7219112930367331
Brier Score (0.25):	0.11292644617275248
ROC AUC (0.25):	0.737782300376289

Quantile:	0.5
C-Index (0.5):	0.6924889439315699
Brier Score (0.5):	0.16548880863433424
ROC AUC (0.5):	0.7061163258539234

Quantile:	0.75
C-Index (0.75):	0.6712731729173842
Brier Score (0.75):	0.20528371889911565
ROC AUC (0.75):	0.6878374091256636

