model:	dcph
data:	colon
seed:	5

Quantile:	0.25
C-Index (0.25):	0.6813753581661891
Brier Score (0.25):	0.09297303526177178
ROC AUC (0.25):	0.6884848484848485

Quantile:	0.5
C-Index (0.5):	0.6589087059335712
Brier Score (0.5):	0.16291363358173916
ROC AUC (0.5):	0.6791277794027335

Quantile:	0.75
C-Index (0.75):	0.651425508259385
Brier Score (0.75):	0.19712282284397267
ROC AUC (0.75):	0.6800887021475255

