model:	rsf
data:	TRACE
seed:	4

Quantile:	0.25
C-Index (0.25):	0.729443383641227
Brier Score (0.25):	0.09570944476759789
ROC AUC (0.25):	0.7441637582156752

Quantile:	0.5
C-Index (0.5):	0.7374628198777096
Brier Score (0.5):	0.15789469678943335
ROC AUC (0.5):	0.7693906635209328

Quantile:	0.75
C-Index (0.75):	0.7290470655075539
Brier Score (0.75):	0.18880957495258702
ROC AUC (0.75):	0.7753752981058515

