model:	rsf
data:	pbc
seed:	3

Quantile:	0.25
C-Index (0.25):	0.9317622788553983
Brier Score (0.25):	0.04762169255617543
ROC AUC (0.25):	0.9366095753726552

Quantile:	0.5
C-Index (0.5):	0.8753452914680079
Brier Score (0.5):	0.10667074851177406
ROC AUC (0.5):	0.8852983861325049

Quantile:	0.75
C-Index (0.75):	0.8199678239939234
Brier Score (0.75):	0.1309849114408283
ROC AUC (0.75):	0.8646380819554358

