model:	coxkan
data:	whas500
seed:	1

Quantile:	0.25
C-Index (0.25):	0.7597883597883598
Brier Score (0.25):	0.0940402834279666
ROC AUC (0.25):	0.771043771043771

Quantile:	0.5
C-Index (0.5):	0.7586815773984696
Brier Score (0.5):	0.14788894565984098
ROC AUC (0.5):	0.7739771965124077

Quantile:	0.75
C-Index (0.75):	0.7694475927289134
Brier Score (0.75):	0.17975227306492642
ROC AUC (0.75):	0.8087090555422668

