model:	dcph
data:	linear
seed:	8

Quantile:	0.25
C-Index (0.25):	0.8033850493653032
Brier Score (0.25):	0.12460347180928844
ROC AUC (0.25):	0.8387455197132616

Quantile:	0.5
C-Index (0.5):	0.7831228738846243
Brier Score (0.5):	0.15386716576011747
ROC AUC (0.5):	0.8476912995261618

Quantile:	0.75
C-Index (0.75):	0.7746309670114196
Brier Score (0.75):	0.12921159111869213
ROC AUC (0.75):	0.8815898101191179

