model:	dcph
data:	colon
seed:	3

Quantile:	0.25
C-Index (0.25):	0.6940339354132458
Brier Score (0.25):	0.09731203630668755
ROC AUC (0.25):	0.7026713124274099

Quantile:	0.5
C-Index (0.5):	0.6842856788677242
Brier Score (0.5):	0.16547271475305458
ROC AUC (0.5):	0.7078265147903238

Quantile:	0.75
C-Index (0.75):	0.6935930333552278
Brier Score (0.75):	0.19486263501106743
ROC AUC (0.75):	0.7443608423690831

