model:	dcm
data:	rdata
seed:	2

Quantile:	0.25
C-Index (0.25):	0.6226355477793186
Brier Score (0.25):	0.0867215007257161
ROC AUC (0.25):	0.6288993418790796

Quantile:	0.5
C-Index (0.5):	0.680117516708066
Brier Score (0.5):	0.15674752780390186
ROC AUC (0.5):	0.7054036685075589

Quantile:	0.75
C-Index (0.75):	0.6663676730151589
Brier Score (0.75):	0.21012418133171973
ROC AUC (0.75):	0.7068292474001197

