model:	rsf
data:	FRTCS
seed:	7

Quantile:	0.25
C-Index (0.25):	0.4586374695863747
Brier Score (0.25):	0.02194401347526154
ROC AUC (0.25):	0.45955882352941174

Quantile:	0.5
C-Index (0.5):	0.6172571356278335
Brier Score (0.5):	0.04286789782889372
ROC AUC (0.5):	0.6174168721952326

Quantile:	0.75
C-Index (0.75):	0.5873977630604487
Brier Score (0.75):	0.06423334876711093
ROC AUC (0.75):	0.600788923496917

