model:	dcph
data:	non-linear
seed:	3

Quantile:	0.25
C-Index (0.25):	0.6246306619147705
Brier Score (0.25):	0.16909763772325095
ROC AUC (0.25):	0.6403978844874085

Quantile:	0.5
C-Index (0.5):	0.61589749320222
Brier Score (0.5):	0.22840565530758838
ROC AUC (0.5):	0.6391634107101816

Quantile:	0.75
C-Index (0.75):	0.6095965254436561
Brier Score (0.75):	0.19696019095014036
ROC AUC (0.75):	0.6664025124005751

