model:	dcph
data:	linear
seed:	4

Quantile:	0.25
C-Index (0.25):	0.7773372103269011
Brier Score (0.25):	0.13784010658650836
ROC AUC (0.25):	0.80966962675649

Quantile:	0.5
C-Index (0.5):	0.7616865733113674
Brier Score (0.5):	0.17130522228066203
ROC AUC (0.5):	0.8262469951923077

Quantile:	0.75
C-Index (0.75):	0.7594002496673389
Brier Score (0.75):	0.12926102695199973
ROC AUC (0.75):	0.877359057579036

