model:	coxkan
data:	pbc
seed:	9

Quantile:	0.25
C-Index (0.25):	0.7763713080168776
Brier Score (0.25):	0.061759292772834255
ROC AUC (0.25):	0.8035714285714286

Quantile:	0.5
C-Index (0.5):	0.6855609734822368
Brier Score (0.5):	0.10926706435860876
ROC AUC (0.5):	0.6944332578311606

Quantile:	0.75
C-Index (0.75):	0.6484539280473742
Brier Score (0.75):	0.17453560798021417
ROC AUC (0.75):	0.6490844913759044

