model:	coxkan-l
data:	linear
seed:	5

Quantile:	0.25
C-Index (0.25):	0.8124399871972687
Brier Score (0.25):	0.1172301909419841
ROC AUC (0.25):	0.8354037267080745

Quantile:	0.5
C-Index (0.5):	0.7862988505747126
Brier Score (0.5):	0.1527159763060485
ROC AUC (0.5):	0.8478028684772658

Quantile:	0.75
C-Index (0.75):	0.7702869831632796
Brier Score (0.75):	0.14406819427242312
ROC AUC (0.75):	0.8584916327453641

