model:	coxkan
data:	TRACE
seed:	3

Quantile:	0.25
C-Index (0.25):	0.7465173402111545
Brier Score (0.25):	0.10334844315108273
ROC AUC (0.25):	0.764193060424882

Quantile:	0.5
C-Index (0.5):	0.7485848025525843
Brier Score (0.5):	0.15276362239024743
ROC AUC (0.5):	0.7775145920448233

Quantile:	0.75
C-Index (0.75):	0.7398357595031038
Brier Score (0.75):	0.1768799948145695
ROC AUC (0.75):	0.7862992007219998

