model:	cph
data:	linear
seed:	8

Quantile:	0.25
C-Index (0.25):	0.8037925090111268
Brier Score (0.25):	0.12471633591207451
ROC AUC (0.25):	0.8391397849462365

Quantile:	0.5
C-Index (0.5):	0.7833187881810248
Brier Score (0.5):	0.15388643293232268
ROC AUC (0.5):	0.847892932755318

Quantile:	0.75
C-Index (0.75):	0.7742857537386597
Brier Score (0.75):	0.1304501034497432
ROC AUC (0.75):	0.879909187404175

