model:	dsm
data:	colon
seed:	5

Quantile:	0.25
C-Index (0.25):	0.7080229226361031
Brier Score (0.25):	0.09016599330573336
ROC AUC (0.25):	0.7136363636363636

Quantile:	0.5
C-Index (0.5):	0.6849804841926028
Brier Score (0.5):	0.16096754447494036
ROC AUC (0.5):	0.7062724394419111

Quantile:	0.75
C-Index (0.75):	0.6692514862698664
Brier Score (0.75):	0.19363856677014443
ROC AUC (0.75):	0.6991920424083612

