model:	dsm
data:	linear
seed:	8

Quantile:	0.25
C-Index (0.25):	0.8018805829807241
Brier Score (0.25):	0.12584555388149668
ROC AUC (0.25):	0.8374193548387097

Quantile:	0.5
C-Index (0.5):	0.7812171620923647
Brier Score (0.5):	0.1549724530716101
ROC AUC (0.5):	0.8459270087710455

Quantile:	0.75
C-Index (0.75):	0.771820930971154
Brier Score (0.75):	0.1311026807252568
ROC AUC (0.75):	0.8809706333294021

