model:	dsm
data:	FRTCS
seed:	7

Quantile:	0.25
C-Index (0.25):	0.8564476885644768
Brier Score (0.25):	0.02098645410635296
ROC AUC (0.25):	0.8602941176470588

Quantile:	0.5
C-Index (0.5):	0.85348184133825
Brier Score (0.5):	0.040059225959065616
ROC AUC (0.5):	0.8570154009856745

Quantile:	0.75
C-Index (0.75):	0.840014370888119
Brier Score (0.75):	0.06078519075438697
ROC AUC (0.75):	0.8188819570459577

