model:	dcph
data:	TRACE
seed:	6

Quantile:	0.25
C-Index (0.25):	0.7719143180931836
Brier Score (0.25):	0.1064480915212073
ROC AUC (0.25):	0.7854489844916364

Quantile:	0.5
C-Index (0.5):	0.7654325262776264
Brier Score (0.5):	0.1445854242183972
ROC AUC (0.5):	0.7934120747598934

Quantile:	0.75
C-Index (0.75):	0.7419942387735428
Brier Score (0.75):	0.1801952092578333
ROC AUC (0.75):	0.7813597925801931

