model:	coxkan
data:	FRTCS
seed:	4
seed:	0.0
seed:	3

Quantile:	0.25
C-Index (0.25):	0.7926273210982666
Brier Score (0.25):	0.014747715985399541
ROC AUC (0.25):	0.7919214322064152

Quantile:	0.5
C-Index (0.5):	0.7562042887089044
Brier Score (0.5):	0.03516387291164294
ROC AUC (0.5):	0.758638785042716

Quantile:	0.75
C-Index (0.75):	0.8002907494625919
Brier Score (0.75):	0.05230876121070647
ROC AUC (0.75):	0.8166715044733523

