model:	coxkan
data:	colon
seed:	4
seed:	1.0
seed:	3

Quantile:	0.25
C-Index (0.25):	0.6744868035190615
Brier Score (0.25):	0.12240419724377802
ROC AUC (0.25):	0.6808462238398543

Quantile:	0.5
C-Index (0.5):	0.6084962256790614
Brier Score (0.5):	0.16672040950789704
ROC AUC (0.5):	0.6042237326400356

Quantile:	0.75
C-Index (0.75):	0.6583085390929816
Brier Score (0.75):	0.19974559232978892
ROC AUC (0.75):	0.6946314020391372

