model:	coxkan
data:	FRTCS
seed:	0
seed:	1.0
seed:	3

Quantile:	0.25
C-Index (0.25):	0.4997979792466899
Brier Score (0.25):	0.02875441232175721
ROC AUC (0.25):	0.4961999460438587

Quantile:	0.5
C-Index (0.5):	0.4581423820991854
Brier Score (0.5):	0.07245534167388268
ROC AUC (0.5):	0.4434336438125689

Quantile:	0.75
C-Index (0.75):	0.549031241968994
Brier Score (0.75):	0.09193835271005132
ROC AUC (0.75):	0.5741352018779291

