model:	coxkan
data:	colon
seed:	0
seed:	0.0
seed:	3

Quantile:	0.25
C-Index (0.25):	0.6761633428300095
Brier Score (0.25):	0.08439712913479308
ROC AUC (0.25):	0.6854082998661313

Quantile:	0.5
C-Index (0.5):	0.6319614568022212
Brier Score (0.5):	0.15924102145088628
ROC AUC (0.5):	0.6345835631549918

Quantile:	0.75
C-Index (0.75):	0.6335151320714362
Brier Score (0.75):	0.21272057409320344
ROC AUC (0.75):	0.6500733040117286

